id,timestamp,temperature,humidity,co2,vibration,energy_usage,risk_prediction
69,2025-04-28 13:29:25,26.8942,44.9659,1200.0,4.96749,937.648,risk
70,2025-04-28 13:29:26,27.5586,47.1779,676.597,3.7955,775.939,warning
71,2025-04-28 13:29:27,26.3483,43.4101,561.856,2.86495,457.768,warning
72,2025-04-28 13:29:28,25.632,57.771,565.389,3.47265,928.066,warning
73,2025-04-28 13:29:29,26.9205,48.2279,544.009,3.55619,1058.93,risk
74,2025-04-28 13:29:30,23.3984,52.2401,499.163,3.67145,934.155,warning
75,2025-04-28 13:29:31,24.3321,48.2284,522.184,-1.0974,739.771,warning
76,2025-04-28 13:29:32,21.1343,51.9823,703.071,3.683,434.956,warning
77,2025-04-28 13:29:33,24.9559,44.9694,375.109,2.37683,640.089,warning
78,2025-04-28 13:29:34,28.3762,54.358,523.246,1.91544,698.735,warning
79,2025-04-28 13:29:35,25.2983,62.9009,497.248,0.831893,1200.0,risk
80,2025-04-28 13:29:36,24.0852,57.792,732.464,2.47496,820.45,warning
81,2025-04-28 13:29:37,24.3763,50.0705,637.779,4.16284,567.574,warning
82,2025-04-28 13:29:38,29.0196,64.7826,690.878,2.01861,585.731,warning
83,2025-04-28 13:29:39,27.2449,47.9625,387.688,0.801124,649.401,warning
84,2025-04-28 13:29:40,22.7562,51.2764,593.2,2.01231,684.899,warning
85,2025-04-28 13:29:41,22.5641,47.6165,698.344,0.349532,779.979,risk
86,2025-04-28 13:29:42,26.6535,51.538,735.715,3.15002,396.217,risk
87,2025-04-28 13:29:43,30.1288,51.5206,689.948,8.06352,791.504,risk
88,2025-04-28 13:29:44,26.206,45.9755,623.139,4.20218,790.369,warning
89,2025-04-28 13:29:45,33.0,61.9272,589.015,2.87749,687.789,warning
90,2025-04-28 13:29:46,25.0763,45.2504,658.335,1.09014,807.371,warning
91,2025-04-28 13:29:47,25.3572,50.7793,686.994,1.21999,814.573,warning
92,2025-04-28 13:29:48,26.5309,54.9835,553.8,3.87733,622.769,warning
93,2025-04-28 13:29:49,22.6818,43.7202,747.195,3.33106,739.296,warning
94,2025-04-28 13:29:50,23.889,40.2476,438.45,3.12148,646.784,warning
95,2025-04-28 13:29:51,29.4885,45.4495,497.334,3.79685,846.785,warning
96,2025-04-28 13:29:52,25.8284,54.6751,687.707,1.98424,731.479,warning
97,2025-04-28 13:29:53,23.4501,52.553,517.948,2.90667,780.141,warning
98,2025-04-28 13:29:54,25.7159,60.612,367.31,2.59726,813.564,warning
99,2025-04-28 13:29:55,26.4383,58.5002,843.409,1.47019,1200.0,risk
100,2025-04-28 13:29:56,24.7194,39.8388,543.013,3.09022,751.979,warning
101,2025-04-28 13:29:57,23.4888,48.1109,748.245,3.92889,616.604,warning
102,2025-04-28 13:29:58,25.8199,50.5718,572.104,3.66932,851.772,warning
103,2025-04-28 13:29:59,21.2211,46.9459,764.453,2.04228,825.993,warning
104,2025-04-28 13:30:00,22.8519,60.0687,946.527,4.97559,578.406,warning
105,2025-04-28 13:30:01,26.9874,46.4609,514.352,3.54185,889.184,warning
106,2025-04-28 13:30:02,27.6453,29.7168,679.63,3.62192,722.396,risk
107,2025-04-28 13:30:03,21.2429,56.7378,592.103,2.3012,812.307,warning
108,2025-04-28 13:30:04,28.0526,48.1173,542.447,0.823283,678.144,warning
109,2025-04-28 13:29:44,23.1872,25.0,514.412,2.99861,465.435,risk
110,2025-04-28 13:29:45,26.3043,40.0264,566.015,2.79602,1016.2,risk
111,2025-04-28 13:29:46,25.0526,53.6321,737.948,0.560714,655.521,risk
112,2025-04-28 13:29:47,25.6931,49.1705,357.557,5.74676,655.149,warning
113,2025-04-28 13:29:48,26.6891,46.22,519.271,2.43928,563.469,warning
114,2025-04-28 13:29:49,25.1729,59.1451,685.388,1.66282,497.359,warning
115,2025-04-28 13:29:50,25.2985,73.4443,778.566,3.46012,637.176,warning
116,2025-04-28 13:29:51,24.2162,53.5518,555.895,2.60561,732.47,warning
117,2025-04-28 13:29:52,25.5207,55.1273,630.108,3.68842,520.187,warning
118,2025-04-28 13:29:53,25.487,37.0221,651.715,2.22373,622.459,risk
119,2025-04-28 13:29:54,27.7903,55.4487,1200.0,3.86765,872.488,risk
120,2025-04-28 13:29:55,27.2764,32.0417,639.989,3.61496,378.099,risk
121,2025-04-28 13:29:56,30.3981,38.1546,583.746,3.15548,482.46,risk
122,2025-04-28 13:29:57,25.4931,68.6525,701.111,1.5598,417.077,warning
123,2025-04-28 13:29:58,25.9902,54.7962,531.313,3.15958,652.451,warning
124,2025-04-28 13:29:59,28.1511,41.5934,415.664,3.0862,427.316,warning
125,2025-04-28 13:30:00,23.514,49.3242,682.092,4.59665,867.868,warning
126,2025-04-28 13:30:01,24.6115,48.1182,570.089,2.37507,916.967,warning
127,2025-04-28 13:30:02,24.9605,49.911,655.212,2.88491,334.247,risk
128,2025-04-28 13:30:03,25.3925,36.7824,409.176,1.98947,967.246,risk
129,2025-04-28 13:30:04,21.2927,37.7481,630.059,5.30869,1200.0,risk
130,2025-04-28 13:30:05,28.6989,71.2955,695.623,2.94209,839.358,warning
131,2025-04-28 13:30:06,24.3997,41.6848,809.045,4.49782,617.832,warning
132,2025-04-28 13:30:07,25.4489,45.4095,646.44,5.82557,830.555,warning
133,2025-04-28 13:30:08,25.3617,43.8635,634.221,3.33646,849.135,warning
134,2025-04-28 13:30:09,27.3623,42.0683,617.982,3.55732,884.496,warning
135,2025-04-28 13:30:10,27.0367,35.0749,600.096,0.620802,668.934,risk
136,2025-04-28 13:30:11,24.8827,43.2814,928.04,1.2749,673.35,risk
137,2025-04-28 13:30:12,25.2948,30.9186,449.959,3.53576,963.318,risk
138,2025-04-28 13:30:13,25.3062,45.7036,515.18,-0.162261,911.962,warning
139,2025-04-28 13:30:14,33.0,51.704,537.401,3.25637,876.781,risk
140,2025-04-28 13:30:15,25.6467,42.3968,510.998,4.40213,579.932,warning
141,2025-04-28 13:30:16,21.1166,51.9947,746.459,1.93788,583.758,warning
142,2025-04-28 13:30:17,26.5652,47.0548,500.585,4.46192,831.204,warning
143,2025-04-28 13:30:18,29.6007,48.0064,649.036,1.44592,760.333,risk
144,2025-04-28 13:30:19,27.8274,58.5695,833.679,4.26461,627.867,warning
145,2025-04-28 13:30:20,22.7694,48.117,475.953,3.92897,583.689,warning
146,2025-04-28 13:30:21,25.9454,53.3822,642.6,2.56315,427.142,risk
147,2025-04-28 13:30:22,26.2074,38.8222,426.127,2.69708,708.296,warning
148,2025-04-28 13:30:23,21.442,53.849,535.222,4.20273,966.97,warning
149,2025-04-28 13:30:24,23.6895,44.0752,532.437,5.81096,1200.0,risk
150,2025-04-28 13:30:25,26.5316,53.4275,557.907,2.62229,741.477,warning
151,2025-04-28 13:30:26,27.0645,49.0042,794.58,0.905719,979.562,risk
152,2025-04-28 13:30:27,24.2668,60.8924,574.485,3.46454,689.598,warning
153,2025-04-28 13:30:28,21.4844,42.9395,633.766,4.68992,294.711,warning
154,2025-04-28 13:30:29,25.1223,51.5175,430.422,3.03214,611.743,warning
155,2025-04-28 13:30:30,26.3418,45.9038,669.652,5.39629,600.364,warning
156,2025-04-28 13:30:31,23.3587,61.3636,645.691,1.84298,576.636,warning
157,2025-04-28 13:30:32,25.2439,43.0078,638.933,4.67904,645.073,warning
158,2025-04-28 13:30:33,28.0131,43.5032,414.62,4.88594,685.152,warning
159,2025-04-28 13:30:14,27.7008,25.0,688.462,-0.255079,768.615,risk
160,2025-04-28 13:30:15,25.1152,57.5712,347.896,0.93763,385.403,warning
161,2025-04-28 13:30:16,25.7189,43.1197,585.03,3.83494,713.399,warning
162,2025-04-28 13:30:17,23.339,61.3993,891.38,2.06083,486.116,warning
163,2025-04-28 13:30:18,26.378,51.1015,638.744,1.00752,581.331,warning
164,2025-04-28 13:30:19,27.2204,39.6022,946.639,1.45854,651.406,risk
165,2025-04-28 13:30:20,21.8272,65.2169,516.208,2.65324,712.87,warning
166,2025-04-28 13:30:21,23.594,54.5241,676.186,2.21305,609.535,risk
167,2025-04-28 13:30:22,26.9837,45.7871,614.512,3.89034,754.187,warning
168,2025-04-28 13:30:23,26.0603,46.0628,470.996,2.63728,598.334,warning
169,2025-04-28 13:30:24,26.3719,48.1669,1200.0,4.89027,870.469,risk
170,2025-04-28 13:30:25,29.4748,57.6293,412.462,4.51056,849.55,warning
171,2025-04-28 13:30:26,26.6285,39.4504,758.829,3.42188,566.242,risk
172,2025-04-28 13:30:27,24.6713,44.6439,514.134,3.26796,852.406,warning
173,2025-04-28 13:30:28,26.1532,44.5506,635.417,2.81092,626.835,risk
174,2025-04-28 13:30:29,26.7666,55.2614,744.66,6.30582,679.826,warning
175,2025-04-28 13:30:30,24.5079,55.0749,733.817,5.8204,844.277,warning
176,2025-04-28 13:30:31,24.7917,52.9081,689.792,1.60827,411.328,risk
177,2025-04-28 13:30:32,25.4974,63.2922,649.06,2.15683,740.336,warning
178,2025-04-28 13:30:33,25.1939,56.295,638.581,4.76202,737.967,warning
179,2025-04-28 13:30:34,23.9588,55.0612,850.173,3.43897,1200.0,risk
180,2025-04-28 13:30:35,27.1505,40.2854,412.955,6.33496,731.194,warning
181,2025-04-28 13:30:36,24.4751,47.0992,569.028,3.0942,755.788,warning
182,2025-04-28 13:30:37,25.5073,53.9738,618.471,1.61967,490.962,warning
183,2025-04-28 13:30:38,25.7829,32.1495,517.366,3.52368,565.188,warning
184,2025-04-28 13:30:39,25.0819,48.2259,576.986,3.59185,696.851,warning
185,2025-04-28 13:30:40,26.1861,43.5331,575.522,0.793499,554.123,warning
186,2025-04-28 13:30:41,23.9949,51.2248,591.74,-0.800931,401.592,risk
187,2025-04-28 13:30:42,23.4304,53.9394,512.212,1.95214,542.79,warning
188,2025-04-28 13:30:43,22.5581,51.7906,774.349,3.11785,725.685,warning
189,2025-04-28 13:30:44,33.0,54.2284,502.787,3.26459,759.554,risk
190,2025-04-28 13:30:45,26.3311,49.1223,427.124,2.34289,857.462,warning
191,2025-04-28 13:30:46,29.1669,33.9446,641.061,0.708639,925.816,risk
192,2025-04-28 13:30:47,32.2448,49.404,435.41,1.81221,791.498,risk
193,2025-04-28 13:30:48,27.7069,58.9904,411.339,3.34294,646.277,warning
194,2025-04-28 13:30:49,22.8653,39.6451,514.413,5.68208,565.032,warning
195,2025-04-28 13:30:50,20.7702,62.8251,544.57,2.6795,699.191,warning
196,2025-04-28 13:30:51,24.2146,34.9582,626.71,3.51388,830.555,warning
197,2025-04-28 13:30:52,24.7384,61.2554,734.505,3.7131,591.723,warning
198,2025-04-28 13:30:53,24.5714,42.2309,556.274,2.77865,671.345,warning
199,2025-04-28 13:30:54,23.0811,59.0484,469.55,5.16095,1200.0,risk
200,2025-04-28 13:30:55,25.6576,56.3524,728.86,1.61532,638.727,warning
201,2025-04-28 13:30:56,24.101,56.9734,886.495,1.61065,572.638,warning
202,2025-04-28 13:30:57,26.6861,60.9888,472.496,4.70759,718.507,warning
203,2025-04-28 13:30:58,27.279,54.7488,602.907,2.35166,891.096,warning
204,2025-04-28 13:30:59,24.9311,51.9787,637.504,4.14621,900.32,warning
205,2025-04-28 13:31:00,28.2234,54.9682,583.364,0.695325,727.435,warning
206,2025-04-28 13:31:01,29.2985,54.8181,510.041,4.28433,559.687,warning
207,2025-04-28 13:31:02,27.1728,58.8837,515.6,1.49252,493.459,warning
208,2025-04-28 13:31:03,24.4407,48.142,633.191,3.25891,643.002,warning
209,2025-04-28 13:30:43,20.0589,25.0,599.232,5.25743,798.312,warning
210,2025-04-28 13:30:44,25.5558,49.4953,495.397,2.98576,988.914,risk
211,2025-04-28 13:30:45,26.8035,44.3219,569.022,3.16653,694.932,warning
212,2025-04-28 13:30:46,26.2952,67.717,577.242,0.957386,390.409,warning
213,2025-04-28 13:30:47,26.3325,40.044,541.57,0.819999,758.197,warning
214,2025-04-28 13:30:48,22.9394,48.8864,452.885,3.95281,809.494,warning
215,2025-04-28 13:30:49,26.0065,65.7723,678.632,4.28238,663.441,warning
216,2025-04-28 13:30:50,23.0471,58.6253,637.737,-0.620391,919.832,warning
217,2025-04-28 13:30:51,26.4027,50.2785,651.1,5.16488,845.098,warning
218,2025-04-28 13:30:52,21.6607,52.5361,564.561,2.31704,570.56,warning
219,2025-04-28 13:30:53,25.9157,50.0263,1200.0,2.60749,701.087,risk
220,2025-04-28 13:30:54,25.3857,44.7746,558.338,2.11584,671.189,risk
221,2025-04-28 13:30:55,23.6124,49.0043,588.047,3.50476,711.536,warning
222,2025-04-28 13:30:56,27.0522,43.5415,713.596,4.38578,836.703,warning
223,2025-04-28 13:30:57,26.9734,47.2174,474.03,3.83096,712.499,warning
224,2025-04-28 13:30:58,25.5325,51.4514,486.832,3.98698,682.829,warning
225,2025-04-28 13:30:59,25.2283,57.7539,348.196,4.88797,869.839,warning
226,2025-04-28 13:31:00,23.1545,40.9648,525.55,3.84798,827.615,warning
227,2025-04-28 13:31:01,21.8798,34.8878,501.173,1.62385,892.218,warning
228,2025-04-28 13:31:02,24.6642,48.7471,640.856,1.66234,749.337,warning
229,2025-04-28 13:31:03,25.0683,62.4472,502.938,2.46567,1200.0,risk
230,2025-04-28 13:31:04,20.5731,47.0204,618.446,4.6796,858.511,warning
231,2025-04-28 13:31:05,24.6194,41.8986,463.598,0.210334,577.044,warning
232,2025-04-28 13:31:06,25.6546,46.8465,744.784,2.96334,333.837,risk
233,2025-04-28 13:31:07,27.1568,61.5804,775.316,0.784128,629.617,warning
234,2025-04-28 13:31:08,23.9205,52.4995,564.554,0.623452,516.921,warning
235,2025-04-28 13:31:09,26.3489,39.7404,610.593,1.80964,665.942,warning
236,2025-04-28 13:31:10,24.6837,56.4984,552.537,1.78666,874.511,warning
237,2025-04-28 13:31:11,23.0889,53.3166,347.759,2.15277,839.497,warning
238,2025-04-28 13:31:12,28.6517,51.2159,496.74,2.03153,995.007,risk
239,2025-04-28 13:31:13,33.0,38.8311,724.665,3.28418,977.02,risk
240,2025-04-28 13:31:14,24.5311,48.2145,703.406,1.21097,702.846,risk
241,2025-04-28 13:31:15,23.8405,36.4116,620.838,2.05062,737.815,risk
242,2025-04-28 13:31:16,25.8705,55.7107,647.722,2.18726,561.412,warning
243,2025-04-28 13:31:17,26.6134,50.6858,467.056,2.82626,698.829,warning
244,2025-04-28 13:31:18,26.0857,71.7174,582.342,2.84422,749.519,warning
245,2025-04-28 13:31:19,26.2005,49.6254,638.115,3.95671,871.98,warning
246,2025-04-28 13:31:20,25.4631,51.6042,680.341,2.42608,754.837,warning
247,2025-04-28 13:31:21,25.0604,49.1642,682.4,4.33517,742.742,warning
248,2025-04-28 13:31:22,26.4656,56.9545,653.757,3.09927,765.738,warning
249,2025-04-28 13:31:23,24.3647,45.4863,538.939,1.07139,1200.0,risk
250,2025-04-28 13:31:24,26.9628,54.1652,556.737,0.385566,464.607,warning
251,2025-04-28 13:31:25,26.544,28.0656,759.097,4.1256,689.508,risk
252,2025-04-28 13:31:26,25.7734,53.2626,649.66,1.62647,484.884,risk
253,2025-04-28 13:31:27,26.9023,51.5742,702.077,4.13904,744.319,warning
254,2025-04-28 13:31:28,26.8775,47.2218,546.398,3.8233,856.248,warning
255,2025-04-28 13:31:29,26.7115,48.6936,623.247,2.74217,770.183,warning
256,2025-04-28 13:31:30,28.7198,46.6708,813.437,3.80356,503.915,risk
257,2025-04-28 13:31:31,26.313,44.0944,720.634,2.39688,699.892,risk
258,2025-04-28 13:31:32,26.3834,45.4354,803.692,1.16451,721.4,risk
259,2025-04-28 13:31:13,28.6856,25.0,512.286,-0.617021,707.978,warning
260,2025-04-28 13:31:14,25.7115,50.9805,564.587,-0.525378,616.714,risk
261,2025-04-28 13:31:15,26.4967,48.3215,829.6,1.47468,774.584,risk
262,2025-04-28 13:31:16,25.0377,50.9096,622.131,2.21243,470.868,warning
263,2025-04-28 13:31:17,25.5306,49.8362,695.616,5.42035,721.183,warning
264,2025-04-28 13:31:18,25.8541,55.357,373.898,3.0162,687.049,warning
265,2025-04-28 13:31:19,21.4311,56.8969,702.965,5.78538,641.267,warning
266,2025-04-28 13:31:20,24.3492,52.715,520.426,0.3138,489.975,warning
267,2025-04-28 13:31:21,29.8195,72.1562,883.646,1.4395,686.407,warning
268,2025-04-28 13:31:22,25.6357,46.4166,597.708,0.500078,173.619,risk
269,2025-04-28 13:31:23,25.6178,62.8946,1200.0,4.49655,768.7,risk
270,2025-04-28 13:31:24,29.6721,53.2232,618.654,2.90425,923.706,warning
271,2025-04-28 13:31:25,23.92,51.3773,673.44,1.40658,849.889,warning
272,2025-04-28 13:31:26,24.5868,52.7468,738.029,2.13599,486.252,risk
273,2025-04-28 13:31:27,25.4956,45.5099,760.005,0.912725,684.901,risk
274,2025-04-28 13:31:28,26.7767,50.1844,415.429,2.21129,756.96,warning
275,2025-04-28 13:31:29,23.1839,56.8974,745.371,3.75342,997.117,risk
276,2025-04-28 13:31:30,26.6052,51.6981,654.697,3.43304,765.824,warning
277,2025-04-28 13:31:31,27.2659,45.2413,579.815,2.14128,634.726,risk
278,2025-04-28 13:31:32,28.7706,54.8987,540.12,2.69156,851.87,warning
279,2025-04-28 13:31:33,24.2583,58.0335,683.833,3.68627,1200.0,risk
280,2025-04-28 13:31:34,26.3416,60.5465,639.318,4.62281,736.787,warning
281,2025-04-28 13:31:35,24.2757,49.2283,854.154,3.24784,659.256,warning
282,2025-04-28 13:31:36,25.8279,54.4049,557.366,1.52598,667.948,warning
283,2025-04-28 13:31:37,19.7504,46.013,658.307,3.95544,795.745,warning
284,2025-04-28 13:31:38,24.0626,50.9081,471.774,2.01135,789.038,warning
285,2025-04-28 13:31:39,24.0323,53.4255,480.583,6.18857,1035.98,risk
286,2025-04-28 13:31:40,25.7387,55.3687,543.366,3.27177,452.744,warning
287,2025-04-28 13:31:41,23.7681,52.0838,518.525,5.26372,817.132,warning
288,2025-04-28 13:31:42,25.0635,52.9755,709.209,6.49651,637.574,warning
289,2025-04-28 13:31:43,33.0,53.1424,784.648,3.54859,779.985,risk
290,2025-04-28 13:31:44,20.8671,49.4315,569.771,4.50044,665.439,warning
291,2025-04-28 13:31:45,25.0929,33.3714,612.738,5.15256,686.156,risk
292,2025-04-28 13:31:46,28.1234,51.6836,667.017,2.18499,741.157,warning
293,2025-04-28 13:31:47,28.8386,67.0519,674.415,4.58301,598.021,warning
294,2025-04-28 13:31:48,25.8915,40.8882,570.268,2.7586,767.783,warning
295,2025-04-28 13:31:49,27.4032,48.5712,697.533,1.45962,743.04,warning
296,2025-04-28 13:31:50,22.7292,32.3845,613.243,4.64033,722.007,warning
297,2025-04-28 13:31:51,27.4104,52.9337,586.862,4.67296,602.702,warning
298,2025-04-28 13:31:52,24.743,48.0769,414.897,1.63924,640.232,warning
299,2025-04-28 13:31:53,24.6641,38.8857,763.293,-0.178412,1200.0,risk
300,2025-04-28 13:31:54,27.2099,50.089,459.242,1.47342,746.301,warning
301,2025-04-28 13:31:55,23.887,52.1284,431.083,3.43876,885.729,warning
302,2025-04-28 13:31:56,23.99,54.9467,489.658,1.94018,541.98,warning
303,2025-04-28 13:31:57,23.1791,55.9266,570.136,2.7205,826.537,warning
304,2025-04-28 13:31:58,24.3397,65.2634,544.229,3.90391,676.562,warning
305,2025-04-28 13:31:59,28.9535,41.8056,561.531,4.84354,876.564,warning
306,2025-04-28 13:32:00,29.153,63.2585,516.37,4.97025,689.061,warning
307,2025-04-28 13:32:01,24.5302,53.5403,691.018,2.39432,581.232,warning
308,2025-04-28 13:32:02,24.9703,24.8087,428.888,3.34356,723.461,risk
309,2025-04-28 13:31:42,22.2261,25.0,443.465,1.78471,788.678,risk
310,2025-04-28 13:31:43,26.0963,42.9726,526.46,3.67566,976.179,warning
311,2025-04-28 13:31:44,25.1673,50.0284,612.101,2.30081,1058.8,risk
312,2025-04-28 13:31:45,22.9666,52.7967,521.657,4.4991,545.126,warning
313,2025-04-28 13:31:46,24.7459,52.9216,661.734,4.7443,707.542,warning
314,2025-04-28 13:31:47,26.3039,38.3189,334.224,5.03364,714.038,warning
315,2025-04-28 13:31:48,27.208,46.6652,544.603,2.28202,491.594,warning
316,2025-04-28 13:31:49,26.4365,37.3853,565.0,4.24007,890.415,warning
317,2025-04-28 13:31:50,25.4744,48.6615,752.955,3.73082,808.637,warning
318,2025-04-28 13:31:51,24.701,47.3583,522.336,1.42299,694.758,warning
319,2025-04-28 13:31:52,25.2957,55.5189,1200.0,4.99257,675.939,risk
320,2025-04-28 13:31:53,23.175,41.8172,370.14,2.4467,799.184,warning
321,2025-04-28 13:31:54,25.7501,43.5576,684.529,2.43522,472.452,risk
322,2025-04-28 13:31:55,24.4871,62.9027,699.233,2.39931,755.415,warning
323,2025-04-28 13:31:56,22.1466,47.1669,544.201,2.27893,715.842,warning
324,2025-04-28 13:31:57,26.9737,46.4745,656.402,2.01521,702.626,risk
325,2025-04-28 13:31:59,24.1159,49.2921,655.973,4.61419,814.96,warning
326,2025-04-28 13:32:00,24.5302,45.5045,616.038,4.11356,451.362,warning
327,2025-04-28 13:32:01,20.6339,46.8533,569.5,2.69891,772.36,warning
328,2025-04-28 13:32:02,24.1251,40.7913,668.148,5.46426,1200.0,risk
329,2025-04-28 13:32:03,24.6835,35.7947,609.477,3.81526,627.393,risk
330,2025-04-28 13:32:04,25.3981,63.3687,794.168,2.22655,842.78,warning
331,2025-04-28 13:32:05,25.9574,48.9152,630.927,2.57655,731.089,warning
332,2025-04-28 13:32:06,25.1427,58.7602,587.265,1.10617,584.246,warning
333,2025-04-28 13:32:07,25.3099,56.8175,476.956,2.95328,445.958,warning
334,2025-04-28 13:32:08,24.8929,50.3534,533.479,2.48938,657.697,warning
335,2025-04-28 13:32:09,23.8612,49.859,604.305,6.12858,824.159,warning
336,2025-04-28 13:32:10,30.3422,41.4044,633.631,2.39602,891.582,warning
337,2025-04-28 13:32:11,25.1895,26.9362,719.451,3.7125,519.645,risk
338,2025-04-28 13:32:12,33.0,54.8757,508.869,4.54925,1030.16,risk
339,2025-04-28 13:32:13,23.8036,53.4763,559.467,0.544716,804.217,warning
340,2025-04-28 13:32:14,24.8896,39.7478,657.545,4.66426,779.105,warning
