id,timestamp,risk_score,risk_level
61,2025-04-26 13:16:32,2,Low
62,2025-04-26 13:16:33,0,Low
63,2025-04-26 13:16:34,0,Low
64,2025-04-26 13:16:35,0,Low
65,2025-04-26 13:16:36,0,Low
66,2025-04-26 13:16:37,1,Low
67,2025-04-26 13:16:38,0,Low
68,2025-04-26 13:16:39,3,Low
69,2025-04-26 13:16:40,1,Low
70,2025-04-26 13:16:41,1,Low
71,2025-04-26 13:16:42,3,Low
72,2025-04-26 13:16:43,0,Low
73,2025-04-26 13:16:44,3,Low
74,2025-04-26 13:16:45,2,Low
75,2025-04-26 13:16:46,0,Low
76,2025-04-26 13:16:47,1,Low
77,2025-04-26 13:16:48,0,Low
78,2025-04-26 13:16:49,0,Low
79,2025-04-26 13:16:50,2,Low
80,2025-04-26 13:16:51,0,Low
81,2025-04-26 13:16:52,1,Low
82,2025-04-26 13:16:53,1,Low
83,2025-04-26 13:16:54,1,Low
84,2025-04-26 13:16:55,1,Low
85,2025-04-26 13:16:56,0,Low
86,2025-04-26 13:16:57,0,Low
87,2025-04-26 13:16:58,1,Low
88,2025-04-26 13:16:59,2,Low
89,2025-04-26 13:17:00,1,Low
90,2025-04-26 13:17:01,2,Low
91,2025-04-26 13:17:02,3,Low
92,2025-04-26 13:17:03,2,Low
93,2025-04-26 13:17:04,0,Low
94,2025-04-26 13:17:05,1,Low
95,2025-04-26 13:17:06,0,Low
96,2025-04-26 13:17:07,3,Low
97,2025-04-26 13:17:08,1,Low
98,2025-04-26 13:17:09,1,Low
99,2025-04-26 13:17:10,1,Low
100,2025-04-26 13:17:11,2,Low
101,2025-04-26 13:16:22,3,Low
102,2025-04-26 13:16:23,0,Low
103,2025-04-26 13:16:24,0,Low
104,2025-04-26 13:16:25,1,Low
105,2025-04-26 13:16:26,3,Low
106,2025-04-26 13:16:27,2,Low
107,2025-04-26 13:16:28,1,Low
108,2025-04-26 13:16:29,1,Low
109,2025-04-26 13:16:30,2,Low
110,2025-04-26 13:16:31,2,Low
111,2025-04-26 13:16:32,2,Low
112,2025-04-26 13:16:33,0,Low
113,2025-04-26 13:16:34,0,Low
114,2025-04-26 13:16:35,0,Low
115,2025-04-26 13:16:36,0,Low
116,2025-04-26 13:16:37,1,Low
117,2025-04-26 13:16:38,0,Low
118,2025-04-26 13:16:39,3,Low
119,2025-04-26 13:16:40,1,Low
120,2025-04-26 13:16:41,1,Low
121,2025-04-26 13:16:42,3,Low
122,2025-04-26 13:16:43,0,Low
123,2025-04-26 13:16:44,3,Low
124,2025-04-26 13:16:45,2,Low
125,2025-04-26 13:16:46,0,Low
126,2025-04-26 13:16:47,1,Low
127,2025-04-26 13:16:48,0,Low
128,2025-04-26 13:16:49,0,Low
129,2025-04-26 13:16:50,2,Low
130,2025-04-26 13:16:51,0,Low
131,2025-04-26 13:16:52,1,Low
132,2025-04-26 13:16:53,1,Low
133,2025-04-26 13:16:54,1,Low
134,2025-04-26 13:16:55,1,Low
135,2025-04-26 13:16:56,0,Low
136,2025-04-26 13:16:57,0,Low
137,2025-04-26 13:16:58,1,Low
138,2025-04-26 13:16:59,2,Low
139,2025-04-26 13:17:00,1,Low
140,2025-04-26 13:17:01,2,Low
141,2025-04-26 13:17:02,3,Low
142,2025-04-26 13:17:03,2,Low
143,2025-04-26 13:17:04,0,Low
144,2025-04-26 13:17:05,1,Low
145,2025-04-26 13:17:06,0,Low
146,2025-04-26 13:17:07,3,Low
147,2025-04-26 13:17:08,1,Low
148,2025-04-26 13:17:09,1,Low
149,2025-04-26 13:17:10,1,Low
150,2025-04-26 13:17:11,2,Low
151,2025-04-26 13:16:22,3,Low
152,2025-04-26 13:16:23,0,Low
153,2025-04-26 13:16:24,0,Low
154,2025-04-26 13:16:25,1,Low
155,2025-04-26 13:16:26,3,Low
156,2025-04-26 13:16:27,2,Low
157,2025-04-26 13:16:28,1,Low
158,2025-04-26 13:16:29,1,Low
159,2025-04-26 13:16:30,2,Low
160,2025-04-26 13:16:31,2,Low
161,2025-04-26 13:16:32,2,Low
162,2025-04-26 13:16:33,0,Low
163,2025-04-26 13:16:34,0,Low
164,2025-04-26 13:16:35,0,Low
165,2025-04-26 13:16:36,0,Low
166,2025-04-26 13:16:37,1,Low
167,2025-04-26 13:16:38,0,Low
168,2025-04-26 13:16:39,3,Low
169,2025-04-26 13:16:40,1,Low
170,2025-04-26 13:16:41,1,Low
171,2025-04-26 13:16:42,3,Low
172,2025-04-26 13:16:43,0,Low
173,2025-04-26 13:16:44,3,Low
174,2025-04-26 13:16:45,2,Low
175,2025-04-26 13:16:46,0,Low
176,2025-04-26 13:16:47,1,Low
177,2025-04-26 13:16:48,0,Low
178,2025-04-26 13:16:49,0,Low
179,2025-04-26 13:16:50,2,Low
180,2025-04-26 13:16:51,0,Low
181,2025-04-26 13:16:52,1,Low
182,2025-04-26 13:16:53,1,Low
183,2025-04-26 13:16:54,1,Low
184,2025-04-26 13:16:55,1,Low
185,2025-04-26 13:16:56,0,Low
186,2025-04-26 13:16:57,0,Low
187,2025-04-26 13:16:58,1,Low
188,2025-04-26 13:16:59,2,Low
189,2025-04-26 13:17:00,1,Low
190,2025-04-26 13:17:01,2,Low
191,2025-04-26 13:17:02,3,Low
192,2025-04-26 13:17:03,2,Low
193,2025-04-26 13:17:04,0,Low
194,2025-04-26 13:17:05,1,Low
195,2025-04-26 13:17:06,0,Low
196,2025-04-26 13:17:07,3,Low
197,2025-04-26 13:17:08,1,Low
198,2025-04-26 13:17:09,1,Low
199,2025-04-26 13:17:10,1,Low
200,2025-04-26 13:17:11,2,Low
201,2025-04-26 13:16:22,3,Low
202,2025-04-26 13:16:23,0,Low
203,2025-04-26 13:16:24,0,Low
204,2025-04-26 13:16:25,1,Low
205,2025-04-26 13:16:26,3,Low
206,2025-04-26 13:16:27,2,Low
207,2025-04-26 13:16:28,1,Low
208,2025-04-26 13:16:29,1,Low
209,2025-04-26 13:16:30,2,Low
210,2025-04-26 13:16:31,2,Low
211,2025-04-26 13:16:32,2,Low
212,2025-04-26 13:16:33,0,Low
213,2025-04-26 13:16:34,0,Low
214,2025-04-26 13:16:35,0,Low
215,2025-04-26 13:16:36,0,Low
216,2025-04-26 13:16:37,1,Low
217,2025-04-26 13:16:38,0,Low
218,2025-04-26 13:16:39,3,Low
219,2025-04-26 13:16:40,1,Low
220,2025-04-26 13:16:41,1,Low
221,2025-04-26 13:16:42,3,Low
222,2025-04-26 13:16:43,0,Low
223,2025-04-26 13:16:44,3,Low
224,2025-04-26 13:16:45,2,Low
225,2025-04-26 13:16:46,0,Low
226,2025-04-26 13:16:47,1,Low
227,2025-04-26 13:16:48,0,Low
228,2025-04-26 13:16:49,0,Low
229,2025-04-26 13:16:50,2,Low
230,2025-04-26 13:16:51,0,Low
231,2025-04-26 13:16:52,1,Low
232,2025-04-26 13:16:53,1,Low
233,2025-04-26 13:16:54,1,Low
234,2025-04-26 13:16:55,1,Low
235,2025-04-26 13:16:56,0,Low
236,2025-04-26 13:16:57,0,Low
237,2025-04-26 13:16:58,1,Low
238,2025-04-26 13:16:59,2,Low
239,2025-04-26 13:17:00,1,Low
240,2025-04-26 13:17:01,2,Low
241,2025-04-26 13:17:02,3,Low
242,2025-04-26 13:17:03,2,Low
243,2025-04-26 13:17:04,0,Low
244,2025-04-26 13:17:05,1,Low
245,2025-04-26 13:17:06,0,Low
246,2025-04-26 13:17:07,3,Low
247,2025-04-26 13:17:08,1,Low
248,2025-04-26 13:17:09,1,Low
249,2025-04-26 13:17:10,1,Low
250,2025-04-26 13:17:11,2,Low
251,2025-04-26 13:16:22,3,Low
252,2025-04-26 13:16:23,0,Low
253,2025-04-26 13:16:24,0,Low
254,2025-04-26 13:16:25,1,Low
255,2025-04-26 13:16:26,3,Low
256,2025-04-26 13:16:27,2,Low
257,2025-04-26 13:16:28,1,Low
258,2025-04-26 13:16:29,1,Low
259,2025-04-26 13:16:30,2,Low
260,2025-04-26 13:16:31,2,Low
261,2025-04-26 13:16:32,2,Low
262,2025-04-26 13:16:33,0,Low
263,2025-04-26 13:16:34,0,Low
264,2025-04-26 13:16:35,0,Low
265,2025-04-26 13:16:36,0,Low
266,2025-04-26 13:16:37,1,Low
267,2025-04-26 13:16:38,0,Low
268,2025-04-26 13:16:39,3,Low
269,2025-04-26 13:16:40,1,Low
270,2025-04-26 13:16:41,1,Low
271,2025-04-26 13:16:42,3,Low
272,2025-04-26 13:16:43,0,Low
273,2025-04-26 13:16:44,3,Low
274,2025-04-26 13:16:45,2,Low
275,2025-04-26 13:16:46,0,Low
276,2025-04-26 13:16:47,1,Low
277,2025-04-26 13:16:48,0,Low
278,2025-04-26 13:16:49,0,Low
279,2025-04-26 13:16:50,2,Low
280,2025-04-26 13:16:51,0,Low
281,2025-04-26 13:16:52,1,Low
282,2025-04-26 13:16:53,1,Low
283,2025-04-26 13:16:54,1,Low
284,2025-04-26 13:16:55,1,Low
285,2025-04-26 13:16:56,0,Low
286,2025-04-26 13:16:57,0,Low
287,2025-04-26 13:16:58,1,Low
288,2025-04-26 13:16:59,2,Low
289,2025-04-26 13:17:00,1,Low
290,2025-04-26 13:17:01,2,Low
291,2025-04-26 13:17:02,3,Low
292,2025-04-26 13:17:03,2,Low
293,2025-04-26 13:17:04,0,Low
294,2025-04-26 13:17:05,1,Low
295,2025-04-26 13:17:06,0,Low
296,2025-04-26 13:17:07,3,Low
297,2025-04-26 13:17:08,1,Low
298,2025-04-26 13:17:09,1,Low
299,2025-04-26 13:17:10,1,Low
300,2025-04-26 13:17:11,2,Low
301,2025-04-26 13:16:22,3,Low
302,2025-04-26 13:16:23,0,Low
303,2025-04-26 13:16:24,0,Low
304,2025-04-26 13:16:25,1,Low
305,2025-04-26 13:16:26,3,Low
306,2025-04-26 13:16:27,2,Low
307,2025-04-26 13:16:28,1,Low
308,2025-04-26 13:16:29,1,Low
309,2025-04-26 13:16:30,2,Low
310,2025-04-26 13:16:31,2,Low
311,2025-04-26 13:16:32,2,Low
312,2025-04-26 13:16:33,0,Low
313,2025-04-26 13:16:34,0,Low
314,2025-04-26 13:16:35,0,Low
315,2025-04-26 13:16:36,0,Low
316,2025-04-26 13:16:37,1,Low
317,2025-04-26 13:16:38,0,Low
318,2025-04-26 13:16:39,3,Low
319,2025-04-26 13:16:40,1,Low
320,2025-04-26 13:16:41,1,Low
321,2025-04-26 13:16:42,3,Low
322,2025-04-26 13:16:43,0,Low
323,2025-04-26 13:16:44,3,Low
324,2025-04-26 13:16:45,2,Low
325,2025-04-26 13:16:46,0,Low
326,2025-04-26 13:16:47,1,Low
327,2025-04-26 13:16:48,0,Low
328,2025-04-26 13:16:49,0,Low
329,2025-04-26 13:16:50,2,Low
330,2025-04-26 13:16:51,0,Low
331,2025-04-26 13:16:52,1,Low
332,2025-04-26 13:16:53,1,Low
333,2025-04-26 13:16:54,1,Low
334,2025-04-26 13:16:55,1,Low
335,2025-04-26 13:16:56,0,Low
336,2025-04-26 13:16:57,0,Low
337,2025-04-26 13:16:58,1,Low
338,2025-04-26 13:16:59,2,Low
339,2025-04-26 13:17:00,1,Low
340,2025-04-26 13:17:01,2,Low
341,2025-04-26 13:17:02,3,Low
342,2025-04-26 13:17:03,2,Low
343,2025-04-26 13:17:04,0,Low
344,2025-04-26 13:17:05,1,Low
345,2025-04-26 13:17:06,0,Low
346,2025-04-26 13:17:07,3,Low
347,2025-04-26 13:17:08,1,Low
348,2025-04-26 13:17:09,1,Low
349,2025-04-26 13:17:10,1,Low
350,2025-04-26 13:17:11,2,Low
351,2025-04-26 13:16:22,3,Low
352,2025-04-26 13:16:23,0,Low
353,2025-04-26 13:16:24,0,Low
354,2025-04-26 13:16:25,1,Low
355,2025-04-26 13:16:26,3,Low
356,2025-04-26 13:16:27,2,Low
357,2025-04-26 13:16:28,1,Low
358,2025-04-26 13:16:29,1,Low
359,2025-04-26 13:16:30,2,Low
360,2025-04-26 13:16:31,2,Low
361,2025-04-26 13:16:32,2,Low
362,2025-04-26 13:16:33,0,Low
363,2025-04-26 13:16:34,0,Low
364,2025-04-26 13:16:35,0,Low
365,2025-04-26 13:16:36,0,Low
366,2025-04-26 13:16:37,1,Low
367,2025-04-26 13:16:38,0,Low
368,2025-04-26 13:16:39,3,Low
369,2025-04-26 13:16:40,1,Low
370,2025-04-26 13:16:41,1,Low
371,2025-04-26 13:16:42,3,Low
372,2025-04-26 13:16:43,0,Low
373,2025-04-26 13:16:44,3,Low
374,2025-04-26 13:16:45,2,Low
375,2025-04-26 13:16:46,0,Low
376,2025-04-26 13:16:47,1,Low
377,2025-04-26 13:16:48,0,Low
378,2025-04-26 13:16:49,0,Low
379,2025-04-26 13:16:50,2,Low
380,2025-04-26 13:16:51,0,Low
381,2025-04-26 13:16:52,1,Low
382,2025-04-26 13:16:53,1,Low
383,2025-04-26 13:16:54,1,Low
384,2025-04-26 13:16:55,1,Low
385,2025-04-26 13:16:56,0,Low
386,2025-04-26 13:16:57,0,Low
387,2025-04-26 13:16:58,1,Low
388,2025-04-26 13:16:59,2,Low
389,2025-04-26 13:17:00,1,Low
390,2025-04-26 13:17:01,2,Low
391,2025-04-26 13:17:02,3,Low
392,2025-04-26 13:17:03,2,Low
393,2025-04-26 13:17:04,0,Low
394,2025-04-26 13:17:05,1,Low
395,2025-04-26 13:17:06,0,Low
396,2025-04-26 13:17:07,3,Low
397,2025-04-26 13:17:08,1,Low
398,2025-04-26 13:17:09,1,Low
399,2025-04-26 13:17:10,1,Low
400,2025-04-26 13:17:11,2,Low
401,2025-04-26 13:16:22,3,Low
402,2025-04-26 13:16:23,0,Low
403,2025-04-26 13:16:24,0,Low
404,2025-04-26 13:16:25,1,Low
405,2025-04-26 13:16:26,3,Low
406,2025-04-26 13:16:27,2,Low
407,2025-04-26 13:16:28,1,Low
408,2025-04-26 13:16:29,1,Low
409,2025-04-26 13:16:30,2,Low
410,2025-04-26 13:16:31,2,Low
411,2025-04-26 13:16:32,2,Low
412,2025-04-26 13:16:33,0,Low
413,2025-04-26 13:16:34,0,Low
414,2025-04-26 13:16:35,0,Low
415,2025-04-26 13:16:36,0,Low
416,2025-04-26 13:16:37,1,Low
417,2025-04-26 13:16:38,0,Low
418,2025-04-26 13:16:39,3,Low
419,2025-04-26 13:16:40,1,Low
420,2025-04-26 13:16:41,1,Low
421,2025-04-26 13:16:42,3,Low
422,2025-04-26 13:16:43,0,Low
423,2025-04-26 13:16:44,3,Low
424,2025-04-26 13:16:45,2,Low
425,2025-04-26 13:16:46,0,Low
426,2025-04-26 13:16:47,1,Low
427,2025-04-26 13:16:48,0,Low
428,2025-04-26 13:16:49,0,Low
429,2025-04-26 13:16:50,2,Low
430,2025-04-26 13:16:51,0,Low
431,2025-04-26 13:16:52,1,Low
432,2025-04-26 13:16:53,1,Low
433,2025-04-26 13:16:54,1,Low
434,2025-04-26 13:16:55,1,Low
435,2025-04-26 13:16:56,0,Low
436,2025-04-26 13:16:57,0,Low
437,2025-04-26 13:16:58,1,Low
438,2025-04-26 13:16:59,2,Low
439,2025-04-26 13:17:00,1,Low
440,2025-04-26 13:17:01,2,Low
441,2025-04-26 13:17:02,3,Low
442,2025-04-26 13:17:03,2,Low
443,2025-04-26 13:17:04,0,Low
444,2025-04-26 13:17:05,1,Low
445,2025-04-26 13:17:06,0,Low
446,2025-04-26 13:17:07,3,Low
447,2025-04-26 13:17:08,1,Low
448,2025-04-26 13:17:09,1,Low
449,2025-04-26 13:17:10,1,Low
450,2025-04-26 13:17:11,2,Low
451,2025-04-26 13:16:22,3,Low
452,2025-04-26 13:16:23,0,Low
453,2025-04-26 13:16:24,0,Low
454,2025-04-26 13:16:25,1,Low
455,2025-04-26 13:16:26,3,Low
456,2025-04-26 13:16:27,2,Low
457,2025-04-26 13:16:28,1,Low
458,2025-04-26 13:16:29,1,Low
459,2025-04-26 13:16:30,2,Low
460,2025-04-26 13:16:31,2,Low
461,2025-04-26 13:16:32,2,Low
462,2025-04-26 13:16:33,0,Low
463,2025-04-26 13:16:34,0,Low
464,2025-04-26 13:16:35,0,Low
465,2025-04-26 13:16:36,0,Low
466,2025-04-26 13:16:37,1,Low
467,2025-04-26 13:16:38,0,Low
468,2025-04-26 13:16:39,3,Low
469,2025-04-26 13:16:40,1,Low
470,2025-04-26 13:16:41,1,Low
471,2025-04-26 13:16:42,3,Low
472,2025-04-26 13:16:43,0,Low
473,2025-04-26 13:16:44,3,Low
474,2025-04-26 13:16:45,2,Low
475,2025-04-26 13:16:46,0,Low
476,2025-04-26 13:16:47,1,Low
477,2025-04-26 13:16:48,0,Low
478,2025-04-26 13:16:49,0,Low
479,2025-04-26 13:16:50,2,Low
480,2025-04-26 13:16:51,0,Low
481,2025-04-26 13:16:52,1,Low
482,2025-04-26 13:16:53,1,Low
483,2025-04-26 13:16:54,1,Low
484,2025-04-26 13:16:55,1,Low
485,2025-04-26 13:16:56,0,Low
486,2025-04-26 13:16:57,0,Low
487,2025-04-26 13:16:58,1,Low
488,2025-04-26 13:16:59,2,Low
489,2025-04-26 13:17:00,1,Low
490,2025-04-26 13:17:01,2,Low
491,2025-04-26 13:17:02,3,Low
492,2025-04-26 13:17:03,2,Low
493,2025-04-26 13:17:04,0,Low
494,2025-04-26 13:17:05,1,Low
495,2025-04-26 13:17:06,0,Low
496,2025-04-26 13:17:07,3,Low
497,2025-04-26 13:17:08,1,Low
498,2025-04-26 13:17:09,1,Low
499,2025-04-26 13:17:10,1,Low
500,2025-04-26 13:17:11,2,Low
501,2025-04-26 13:16:22,3,Low
502,2025-04-26 13:16:23,0,Low
503,2025-04-26 13:16:24,0,Low
504,2025-04-26 13:16:25,1,Low
505,2025-04-26 13:16:26,3,Low
506,2025-04-26 13:16:27,2,Low
507,2025-04-26 13:16:28,1,Low
508,2025-04-26 13:16:29,1,Low
509,2025-04-26 13:16:30,2,Low
510,2025-04-26 13:16:31,2,Low
511,2025-04-26 13:16:32,2,Low
512,2025-04-26 13:16:33,0,Low
513,2025-04-26 13:16:34,0,Low
514,2025-04-26 13:16:35,0,Low
515,2025-04-26 13:16:36,0,Low
516,2025-04-26 13:16:37,1,Low
517,2025-04-26 13:16:38,0,Low
518,2025-04-26 13:16:39,3,Low
519,2025-04-26 13:16:40,1,Low
520,2025-04-26 13:16:41,1,Low
521,2025-04-26 13:16:42,3,Low
522,2025-04-26 13:16:43,0,Low
523,2025-04-26 13:16:44,3,Low
524,2025-04-26 13:16:45,2,Low
525,2025-04-26 13:16:46,0,Low
526,2025-04-26 13:16:47,1,Low
527,2025-04-26 13:16:48,0,Low
528,2025-04-26 13:16:49,0,Low
529,2025-04-26 13:16:50,2,Low
530,2025-04-26 13:16:51,0,Low
531,2025-04-26 13:16:52,1,Low
532,2025-04-26 13:16:53,1,Low
533,2025-04-26 13:16:54,1,Low
534,2025-04-26 13:16:55,1,Low
535,2025-04-26 13:16:56,0,Low
536,2025-04-26 13:16:57,0,Low
537,2025-04-26 13:16:58,1,Low
538,2025-04-26 13:16:59,2,Low
539,2025-04-26 13:17:00,1,Low
540,2025-04-26 13:17:01,2,Low
541,2025-04-26 13:17:02,3,Low
542,2025-04-26 13:17:03,2,Low
543,2025-04-26 13:17:04,0,Low
544,2025-04-26 13:17:05,1,Low
545,2025-04-26 13:17:06,0,Low
546,2025-04-26 13:17:07,3,Low
547,2025-04-26 13:17:08,1,Low
548,2025-04-26 13:17:09,1,Low
549,2025-04-26 13:17:10,1,Low
550,2025-04-26 13:17:11,2,Low
551,2025-04-26 13:16:22,3,Low
552,2025-04-26 13:16:23,0,Low
553,2025-04-26 13:16:24,0,Low
554,2025-04-26 13:16:25,1,Low
555,2025-04-26 13:16:26,3,Low
556,2025-04-26 13:16:27,2,Low
557,2025-04-26 13:16:28,1,Low
558,2025-04-26 13:16:29,1,Low
559,2025-04-26 13:16:30,2,Low
560,2025-04-26 13:16:31,2,Low
561,2025-04-26 13:16:32,2,Low
562,2025-04-26 13:16:33,0,Low
563,2025-04-26 13:16:34,0,Low
564,2025-04-26 13:16:35,0,Low
565,2025-04-26 13:16:36,0,Low
566,2025-04-26 13:16:37,1,Low
567,2025-04-26 13:16:38,0,Low
568,2025-04-26 13:16:39,3,Low
569,2025-04-26 13:16:40,1,Low
570,2025-04-26 13:16:41,1,Low
571,2025-04-26 13:16:42,3,Low
572,2025-04-26 13:16:43,0,Low
573,2025-04-26 13:16:44,3,Low
574,2025-04-26 13:16:45,2,Low
575,2025-04-26 13:16:46,0,Low
576,2025-04-26 13:16:47,1,Low
577,2025-04-26 13:16:48,0,Low
578,2025-04-26 13:16:49,0,Low
579,2025-04-26 13:16:50,2,Low
580,2025-04-26 13:16:51,0,Low
581,2025-04-26 13:16:52,1,Low
582,2025-04-26 13:16:53,1,Low
583,2025-04-26 13:16:54,1,Low
584,2025-04-26 13:16:55,1,Low
585,2025-04-26 13:16:56,0,Low
586,2025-04-26 13:16:57,0,Low
587,2025-04-26 13:16:58,1,Low
588,2025-04-26 13:16:59,2,Low
589,2025-04-26 13:17:00,1,Low
590,2025-04-26 13:17:01,2,Low
591,2025-04-26 13:17:02,3,Low
592,2025-04-26 13:17:03,2,Low
593,2025-04-26 13:17:04,0,Low
594,2025-04-26 13:17:05,1,Low
595,2025-04-26 13:17:06,0,Low
596,2025-04-26 13:17:07,3,Low
597,2025-04-26 13:17:08,1,Low
598,2025-04-26 13:17:09,1,Low
599,2025-04-26 13:17:10,1,Low
600,2025-04-26 13:17:11,2,Low
601,2025-04-26 13:16:22,3,Low
602,2025-04-26 13:16:23,0,Low
603,2025-04-26 13:16:24,0,Low
604,2025-04-26 13:16:25,1,Low
605,2025-04-26 13:16:26,3,Low
606,2025-04-26 13:16:27,2,Low
607,2025-04-26 13:16:28,1,Low
608,2025-04-26 13:16:29,1,Low
609,2025-04-26 13:16:30,2,Low
610,2025-04-26 13:16:31,2,Low
611,2025-04-26 13:16:32,2,Low
612,2025-04-26 13:16:33,0,Low
613,2025-04-26 13:16:34,0,Low
614,2025-04-26 13:16:35,0,Low
615,2025-04-26 13:16:36,0,Low
616,2025-04-26 13:16:37,1,Low
617,2025-04-26 13:16:38,0,Low
618,2025-04-26 13:16:39,3,Low
619,2025-04-26 13:16:40,1,Low
620,2025-04-26 13:16:41,1,Low
621,2025-04-26 13:16:42,3,Low
622,2025-04-26 13:16:43,0,Low
623,2025-04-26 13:16:44,3,Low
624,2025-04-26 13:16:45,2,Low
625,2025-04-26 13:16:46,0,Low
626,2025-04-26 13:16:47,1,Low
627,2025-04-26 13:16:48,0,Low
628,2025-04-26 13:16:49,0,Low
629,2025-04-26 13:16:50,2,Low
630,2025-04-26 13:16:51,0,Low
631,2025-04-26 13:16:52,1,Low
632,2025-04-26 13:16:53,1,Low
633,2025-04-26 13:16:54,1,Low
634,2025-04-26 13:16:55,1,Low
635,2025-04-26 13:16:56,0,Low
636,2025-04-26 13:16:57,0,Low
637,2025-04-26 13:16:58,1,Low
638,2025-04-26 13:16:59,2,Low
639,2025-04-26 13:17:00,1,Low
640,2025-04-26 13:17:01,2,Low
641,2025-04-26 13:17:02,3,Low
642,2025-04-26 13:17:03,2,Low
643,2025-04-26 13:17:04,0,Low
644,2025-04-26 13:17:05,1,Low
645,2025-04-26 13:17:06,0,Low
646,2025-04-26 13:17:07,3,Low
647,2025-04-26 13:17:08,1,Low
648,2025-04-26 13:17:09,1,Low
649,2025-04-26 13:17:10,1,Low
650,2025-04-26 13:17:11,2,Low
651,2025-04-26 13:16:22,3,Low
652,2025-04-26 13:16:23,0,Low
653,2025-04-26 13:16:24,0,Low
654,2025-04-26 13:16:25,1,Low
655,2025-04-26 13:16:26,3,Low
656,2025-04-26 13:16:27,2,Low
657,2025-04-26 13:16:28,1,Low
658,2025-04-26 13:16:29,1,Low
659,2025-04-26 13:16:30,2,Low
660,2025-04-26 13:16:31,2,Low
661,2025-04-26 13:16:32,2,Low
662,2025-04-26 13:16:33,0,Low
663,2025-04-26 13:16:34,0,Low
664,2025-04-26 13:16:35,0,Low
665,2025-04-26 13:16:36,0,Low
666,2025-04-26 13:16:37,1,Low
667,2025-04-26 13:16:38,0,Low
668,2025-04-26 13:16:39,3,Low
669,2025-04-26 13:16:40,1,Low
670,2025-04-26 13:16:41,1,Low
671,2025-04-26 13:16:42,3,Low
672,2025-04-26 13:16:43,0,Low
673,2025-04-26 13:16:44,3,Low
674,2025-04-26 13:16:45,2,Low
675,2025-04-26 13:16:46,0,Low
676,2025-04-26 13:16:47,1,Low
677,2025-04-26 13:16:48,0,Low
678,2025-04-26 13:16:49,0,Low
679,2025-04-26 13:16:50,2,Low
680,2025-04-26 13:16:51,0,Low
681,2025-04-26 13:16:52,1,Low
682,2025-04-26 13:16:53,1,Low
683,2025-04-26 13:16:54,1,Low
684,2025-04-26 13:16:55,1,Low
685,2025-04-26 13:16:56,0,Low
686,2025-04-26 13:16:57,0,Low
687,2025-04-26 13:16:58,1,Low
688,2025-04-26 13:16:59,2,Low
689,2025-04-26 13:17:00,1,Low
690,2025-04-26 13:17:01,2,Low
691,2025-04-26 13:17:02,3,Low
692,2025-04-26 13:17:03,2,Low
693,2025-04-26 13:17:04,0,Low
694,2025-04-26 13:17:05,1,Low
695,2025-04-26 13:17:06,0,Low
696,2025-04-26 13:17:07,3,Low
697,2025-04-26 13:17:08,1,Low
698,2025-04-26 13:17:09,1,Low
